Title,Year,Duration,MPA,Rating,Votes,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,stars,production_companies,nominations,oscars,Category,Profit
497. Vanished Empire,2008,105.0,8,6.8,602.0,14822670.132075472,1511572.0,10289.0,3328.0,53.90632805026849,53.90632805026849,53.90632805026849,7,0,3,0.10197703831572413
498. Fix,2008,93.0,11,6.0,952.0,500000.0,9890.0,9890.0,5951.0,53.89563351901608,53.89563351901608,53.89563351901608,2,0,3,0.01978
499. Home,2008,84.0,10,5.3,209.0,500000.0,17182.0,9478.0,226.0,53.89753102100619,53.89753102100619,53.89753102100619,0,0,3,0.034364
500. Tru Loved,2008,102.0,11,5.5,956.0,39311644.81415929,9467.0,9467.0,1678.0,53.89309130601568,53.89309130601568,53.89309130601568,0,0,2,0.00024081922913055448
501. Robert Blecker Wants Me Dead,2008,94.0,14,7.3,39.0,1040816.0092592592,9166.0,9166.0,4352.0,53.8942057803998,0.10711722687124146,53.8942057803998,0,0,7,0.00880655170410318
502. A Good Day to Be Black & Sexy,2008,92.0,11,4.9,527.0,58634083.22105263,8629.0,8629.0,6141.0,53.89307912106231,53.89307912106231,53.89307912106231,0,0,8,0.00014716696375158378
503. Stealing America: Vote by Vote,2008,90.0,8,7.0,50.0,1040816.0092592592,8350.0,8350.0,2944.0,53.8941037753248,53.8941037753248,53.8941037753248,0,0,7,0.008022551465116904
504. Yonkers Joe,2008,101.0,11,6.3,1000.0,5000000.0,8286.0,8286.0,2073.0,53.89327558915689,53.89327558915689,53.89327558915689,0,0,2,0.0016572
505. I Sell the Dead,2008,85.0,8,6.0,11000.0,750000.0,8050.0,8050.0,3529.0,53.89445647101801,53.89445647101801,53.89445647101801,5,0,2,0.010733333333333333
506. Eleven Minutes,2008,103.0,11,6.6,121.0,130000.0,7986.0,7986.0,3670.0,53.901052637056736,53.901052637056736,53.901052637056736,0,0,7,0.06143076923076923
507. Jazz in the Diamond District,2008,79.0,11,5.5,61.0,14822670.132075472,7634.0,7634.0,5107.0,53.89312698210918,53.89312698210918,53.89312698210918,0,0,3,0.0005150219179121061
508. Eden Lake,2008,91.0,11,6.7,100000.0,38810310.56286751,3984669.0,7321.0,5824.0,52.6910716001075,53.906418258779524,53.906418258779524,8,0,6,0.10267037140930294
509. Gangster's Paradise: Jerusalema,2008,119.0,11,7.3,11000.0,2000000.0,421593.0,7294.0,4958.0,53.92048638440924,53.92048638440924,53.92048638440924,0,0,0,0.2107965
510. Misconceptions,2008,95.0,14,4.7,267.0,1600000.0,6892.0,6892.0,3796.0,53.893620415646495,53.893620415646495,53.893620415646495,0,0,2,0.0043075
511. Mutant Chronicles,2008,111.0,11,5.2,27000.0,25000000.0,2131057.0,6820.0,4724.0,53.17958818634072,53.9041507163952,53.9041507163952,0,0,0,0.08524228
512. The Skeptic,2008,89.0,8,5.6,4600.0,7422380.952380952,205585.0,6671.0,1553.0,53.89666371602961,53.89666371602961,53.89666371602961,0,0,6,0.027697985500737793
513. Pretty Ugly People,2008,99.0,11,4.9,2300.0,10091802.583333334,6537.0,6537.0,2522.0,49.483773365849395,53.8931442516071,53.8931442516071,0,0,2,0.000647753455938178
514. Dream Boy,2008,88.0,11,6.2,4500.0,1200000.0,6534.0,6534.0,2243.0,53.89376841403608,53.89376841403608,53.89376841403608,0,0,8,0.005445
515. Ek Vivaah... Aisa Bhi,2008,132.0,8,5.3,574.0,58634083.22105263,1456886.0,6437.0,6437.0,53.89629278960464,53.89629278960464,52.38735043875013,0,0,8,0.02484708415253099
516. Watercolors,2008,114.0,14,6.4,1700.0,1200000.0,6305.0,6305.0,3207.0,53.89374358500223,53.89374358500223,53.89374358500223,0,0,8,0.0052541666666666665
517. The Amazing Truth About Queen Raquela,2008,80.0,11,5.7,259.0,400000.0,7328.0,5597.0,2700.0,53.89544356064351,53.89544356064351,53.89544356064351,2,0,3,0.01832
518. Nights and Weekends,2008,80.0,19,5.9,1900.0,58634083.22105263,5430.0,5430.0,2902.0,53.89307202251166,53.89307202251166,52.38420263372639,0,0,8,9.260825277217523e-05
519. On War,2008,130.0,19,5.9,565.0,25684964.79325855,88512.0,5086.0,2210.0,49.7225683170605,53.89350833535807,53.89350833535807,2,0,2,0.0034460627340720147
520. Daytime Drinking,2008,116.0,8,6.7,598.0,10091802.583333334,145587.0,4970.0,389.0,53.89493695248593,53.89493695248593,53.89493695248593,3,0,2,0.014426263177248206
521. The Oxford Murders,2008,108.0,11,6.1,31000.0,10000000.0,17646627.0,4803.0,1191.0,51.992514415461024,54.12265754505547,54.12265754505547,5,0,7,1.7646627
522. Red,2008,93.0,11,6.9,13000.0,2500000.0,15617.0,4643.0,3176.0,53.89387273501083,53.89387273501083,53.89387273501083,2,0,3,0.0062468
523. Solar Flare,2008,87.0,10,3.3,640.0,3320875000.0,4098.0,4098.0,1554.0,53.893060133948616,53.893060133948616,53.893060133948616,0,0,0,1.2340121202996198e-06
524. Afterschool,2008,120.0,8,6.0,5000.0,11214285.714285716,49971.0,3911.0,2606.0,51.548059673733555,53.893639738412375,53.893639738412375,10,0,3,0.004456012738853502
525. Pontypool,2008,93.0,8,6.5,37000.0,950000.0,32118.0,3865.0,1541.0,53.17196199620405,53.89745873547696,53.89745873547696,11,0,6,0.03380842105263158
526. Give Me Your Hand,2008,80.0,19,5.8,1400.0,58634083.22105263,54147.0,3601.0,2434.0,53.89318012507245,53.89318012507245,53.89318012507245,0,0,8,0.0009234731239143594
527. The Full Picture,2008,80.0,8,8.5,104.0,270000.0,3467.0,3467.0,1358.0,53.89473066258065,53.89473066258065,53.89473066258065,0,0,2,0.012840740740740741
528. Fashion Victim,2008,90.0,11,3.1,292.0,2226034.0,3346.0,3346.0,1046.0,53.893255542263745,53.893255542263745,53.893255542263745,0,0,7,0.001503121695355956
529. El Superstar: The Unlikely Rise of Juan Frances,2008,91.0,8,6.8,67.0,10597372.0,3271.0,3271.0,2330.0,53.89310013286098,53.89310013286098,53.89310013286098,0,0,2,0.0003086614303999142
530. Who Does She Think She Is?,2008,73.0,8,8.1,53.0,1040816.0092592592,3081.0,3081.0,3081.0,53.89344511755502,53.89344511755502,53.89344511755502,0,0,7,0.0029601773729371478
531. A French Gigolo,2008,104.0,8,6.0,1200.0,58634083.22105263,6006729.0,3021.0,0.0,53.906388848053936,53.906388848053936,53.906388848053936,0,0,8,0.10244432367697151
532. Run for Your Life,2008,96.0,8,6.9,218.0,3670882.2979688505,2992.0,2992.0,2537.0,53.893166019984626,53.893166019984626,53.893166019984626,0,0,7,0.0008150629078070726
533. Wetlands Preserved: The Story of an Activist Nightclub,2008,93.0,8,7.6,78.0,1040816.0092592592,2970.0,2970.0,1736.0,53.89343124186467,53.89343124186467,53.89343124186467,0,0,7,0.002853530281604456
"534. On the Other Hand, Death",2008,86.0,11,6.4,842.0,21616666.666666668,2892.0,2892.0,1537.0,53.16557966066736,53.89307738004119,53.16557966066736,0,0,3,0.00013378565921356978
535. Lower Learning,2008,97.0,11,4.0,3000.0,2000000.0,2804.0,2804.0,2550.0,53.89324238547424,53.89324238547424,53.89324238547424,0,0,2,0.001402
536. The Blue Tooth Virgin,2008,80.0,11,5.3,187.0,10091802.583333334,2762.0,2762.0,1926.0,52.38412036161419,53.89309558245343,53.1655882393823,2,0,2,0.00027368747824709313
537. The Village Barbershop,2008,99.0,11,6.8,639.0,10091802.583333334,2359.0,2359.0,89.0,53.893090386779534,53.893090386779534,53.893090386779534,0,0,2,0.000233754077184972
538. Miss Conception,2008,104.0,11,4.6,2900.0,6000000.0,569206.0,2134.0,1342.0,53.90540306076956,53.90540306076956,53.90540306076956,0,0,2,0.09486766666666667
539. NoBody's Perfect,2008,84.0,8,7.3,126.0,1040816.0092592592,41101.0,2122.0,533.0,53.89819785401494,53.89819785401494,53.89819785401494,0,0,7,0.039489208115900586
540. Murder.com,2008,85.0,11,3.6,583.0,12272254.0,2070.0,2070.0,1245.0,53.89308191920215,53.89308191920215,69.5607548603459,0,0,3,0.00016867317120392066
541. Shuttle,2008,107.0,11,5.6,6200.0,2400000.0,1925.0,1925.0,1925.0,53.89316433123199,53.89316433123199,53.89316433123199,0,0,3,0.0008020833333333334
542. House of Usher,2008,84.0,11,3.1,617.0,1000000.0,1677.0,1677.0,891.0,53.893278165304686,53.893278165304686,53.893278165304686,0,0,6,0.001677
543. Flashbacks of a Fool,2008,113.0,11,6.8,13000.0,14822670.132075472,1117269.0,1664.0,1020.0,53.90286698952103,53.90286698952103,53.90286698952103,0,0,3,0.07537569075238942
544. Carmo,2008,99.0,8,5.5,225.0,92440689.81557584,228225.0,1512.0,835.0,53.893381195645205,53.893381195645205,53.893381195645205,2,0,8,0.002468880321591295
545. Ice Blues,2008,98.0,11,6.4,785.0,12272254.0,1377.0,1377.0,668.0,53.16557966066736,53.89307457212697,53.16557966066736,0,0,3,0.00011220432693130374
546. America Betrayed,2008,95.0,8,7.5,51.0,1040816.0092592592,1311.0,1311.0,245.0,53.893223856546754,53.893223856546754,69.5607548603459,0,0,7,0.0012595886192536842
547. Food Beware: The French Organic Revolution,2008,112.0,13,6.8,160.0,3670882.2979688505,1482825.0,1181.0,595.0,53.94561630259067,53.94561630259067,53.94561630259067,0,0,7,0.40394239848563585
548. Childless,2008,90.0,11,5.2,118.0,1000000.0,1036.0,1036.0,732.0,53.89319476577262,53.89319476577262,53.89319476577262,0,0,3,0.001036
549. Confessionsofa Ex-Doofus-ItchyFooted Mutha,2008,99.0,8,6.9,50.0,25684964.79325855,1013.0,1013.0,604.0,53.89306510479537,53.89306510479537,69.5607548603459,0,0,2,3.9439415555121915e-05
550. How to Be a Serial Killer,2008,91.0,11,5.4,2200.0,2000000.0,899.0,899.0,899.0,53.893118457152404,53.893118457152404,53.893118457152404,0,0,2,0.0004495
551. Disfigured,2008,96.0,8,6.6,347.0,50000.0,829.0,829.0,585.0,53.89521717189812,53.89521717189812,53.89521717189812,2,0,3,0.01658
552. C'est dur d'être aimé par des cons,2008,110.0,8,7.2,237.0,1040816.0092592592,305330.0,697.0,0.0,53.93122812234923,53.93122812234923,53.93122812234923,0,0,7,0.2933563639334305
553. Rome & Jewel,2008,91.0,8,4.0,157.0,1200000.0,470.0,470.0,470.0,53.89311093254564,53.89311093254564,53.89311093254564,0,0,3,0.0003916666666666667
554. The Objective,2008,90.0,8,5.4,8600.0,4000000.0,95.0,95.0,95.0,53.89306306346945,53.89306306346945,53.89306306346945,0,0,6,2.375e-05
555. Dog Eat Dog,2008,106.0,14,6.6,1900.0,2226034.0,671837.0,80.0,80.0,53.932327876350016,53.932327876350016,53.932327876350016,5,0,7,0.3018089570958934
556. Martyrs,2008,99.0,11,7.0,111000.0,3390000.0,1149256.0,0.0,0.0,53.93716851168596,53.93716851168596,53.93716851168596,9,0,6,0.3390135693215339
557. The Poker House,2008,93.0,11,6.3,6000.0,14822670.132075472,0.0,0.0,0.0,53.89305997339318,53.89305997339318,53.89305997339318,2,0,3,0.0
558. Ip Man,2008,106.0,11,8.0,237000.0,11715578.0,22108789.0,0.0,0.0,51.07439254560543,54.13859124865791,54.13859124865791,19,0,0,1.887127463962939
559. The Edge of Love,2008,110.0,11,6.1,19000.0,20000000.0,4297711.0,0.0,0.0,53.23395622056049,53.92101840446633,53.92101840446633,2,0,8,0.21488555
560. A Tale of Legendary Libido,2008,120.0,8,5.3,1000.0,4354845.0,1720621.0,0.0,0.0,53.94446648114878,53.94446648114878,53.94446648114878,0,0,5,0.3951049922557519
561. Wild Child,2008,98.0,10,6.1,66000.0,20000000.0,21972336.0,0.0,0.0,53.24397845415528,54.03599932915074,51.11052022870835,0,0,2,1.0986168
"562. Angus, Thongs and Perfect Snogging",2008,100.0,10,6.3,31000.0,25684964.79325855,14926344.0,0.0,0.0,52.54791261827717,53.968670115797075,53.968670115797075,0,0,2,0.5811315732820342
563. The Flight Before Christmas,2008,80.0,4,6.1,4000.0,6100000.0,21897141.0,0.0,0.0,54.36010974526555,54.36010974526555,54.36010974526555,5,0,5,3.5896952459016394
564. The Chaser,2008,125.0,8,7.8,75000.0,2650000.0,36496231.0,0.0,0.0,54.693102133880814,55.68493504335905,55.68493504335905,25,0,0,13.772162641509434
565. Felon,2008,104.0,11,7.4,85000.0,2900000.0,0.0,0.0,0.0,49.99906383893962,53.89305997339318,53.89305997339318,0,0,0,0.0
566. Lake Mungo,2008,87.0,11,6.2,32000.0,1400000.0,10853.0,0.0,0.0,53.89406859287337,53.89406859287337,53.89406859287337,0,0,6,0.007752142857142857
567. Extreme Movie,2008,86.0,11,3.7,12000.0,6965787.4,54822.0,0.0,0.0,53.89408395049325,53.89408395049325,53.89408395049325,0,0,2,0.007870179902418497
568. Thomas Kinkade's Christmas Cottage,2008,96.0,9,6.3,2900.0,11334785.714285716,45718.0,0.0,0.0,53.89358475607376,53.89358475607376,53.89358475607376,0,0,3,0.004033424288063924
569. The Cottage,2008,92.0,19,6.1,13000.0,2500000.0,1626080.0,0.0,0.0,53.22917804021194,53.977686688590055,53.977686688590055,0,0,2,0.650432
570. While She Was Out,2008,86.0,11,4.8,7500.0,6000000.0,498088.0,0.0,0.0,53.90386088502293,53.90386088502293,53.90386088502293,0,0,3,0.08301466666666667
571. Asterix at the Olympic Games,2008,116.0,8,5.2,33000.0,78000000.0,131856927.0,0.0,0.0,54.113004891420914,54.113004891420914,54.113004891420914,0,0,5,1.6904734230769232
572. The Wave,2008,107.0,8,7.6,117000.0,5000000.0,32350637.0,0.0,0.0,53.84739547724128,54.734878378341406,54.734878378341406,8,0,3,6.4701274
573. Zombie Strippers!,2008,94.0,11,4.1,19000.0,15000000.0,82360.0,0.0,0.0,53.89377435565641,53.89377435565641,53.89377435565641,0,0,2,0.005490666666666666
574. Deadgirl,2008,101.0,11,5.5,20000.0,38810310.56286751,0.0,0.0,0.0,53.89305997339318,53.89305997339318,53.89305997339318,5,0,6,0.0
575. Coopers' Camera,2008,95.0,8,6.0,690.0,6965787.4,0.0,0.0,0.0,53.16926442516833,53.89305997339318,53.89305997339318,0,0,2,0.0
576. The Children,2008,84.0,11,5.9,19000.0,20000000.0,1300051.0,0.0,0.0,53.90151735600338,53.90151735600338,53.90151735600338,6,0,6,0.06500255
577. Layla Live or Die,2008,134.0,7,4.6,91.0,72000.0,0.0,0.0,0.0,53.89305997339318,53.89305997339318,53.89305997339318,0,0,3,0.0
578. Love Exposure,2008,237.0,19,8.0,17000.0,564435436.3988786,0.0,0.0,0.0,53.25534485931047,53.89305997339318,53.89305997339318,3,0,0,0.0
579. Tokyo Gore Police,2008,110.0,8,5.9,13000.0,564435436.3988786,0.0,0.0,0.0,53.89305997339318,53.89305997339318,53.89305997339318,0,0,0,0.0
580. Diary of a Nymphomaniac,2008,101.0,8,5.6,12000.0,58634083.22105263,2758691.0,0.0,0.0,53.89918148254846,53.89918148254846,53.89918148254846,0,0,8,0.047049273194903284
581. Nothing But the Truth,2008,108.0,11,7.1,40000.0,11500000.0,409832.0,0.0,0.0,52.405403942705306,53.897696722633626,53.897696722633626,2,0,3,0.0356375652173913
582. A Wednesday,2008,104.0,8,8.1,84000.0,564435436.3988786,3256911.0,0.0,0.0,53.165971468913284,53.893810726613154,53.893810726613154,19,0,0,0.005770210000951086
583. Jolene,2008,121.0,11,6.4,5300.0,14822670.132075472,0.0,0.0,0.0,53.54474684860128,53.89305997339318,53.89305997339318,0,0,3,0.0
584. Gutterballs,2008,96.0,19,4.5,3800.0,250000.0,0.0,0.0,0.0,53.89305997339318,53.89305997339318,53.89305997339318,0,0,2,0.0
585. Max Manus: Man of War,2008,118.0,8,7.3,30000.0,50000000.0,15384282.0,0.0,0.0,52.648936575180095,53.93309248259698,53.93309248259698,8,0,0,0.30768564
586. Open Season 2,2008,76.0,9,5.5,27000.0,77500000.0,8797168.0,0.0,0.0,53.90782882638924,53.90782882638924,53.90782882638924,0,0,2,0.11351184516129033
587. Prince of Broadway,2008,100.0,8,7.0,780.0,14822670.132075472,0.0,20450.0,11992.0,51.27853705485912,53.89305997339318,53.89305997339318,6,0,3,0.0
588. The Secret of Moonacre,2008,103.0,9,6.0,11000.0,32000000.0,7162618.0,0.0,0.0,53.75546323367985,53.922182389031455,53.922182389031455,0,0,5,0.2238318125
589. Alien Raiders,2008,85.0,11,5.6,9200.0,25000000.0,0.0,0.0,0.0,53.89305997339318,53.89305997339318,53.89305997339318,0,0,0,0.0
590. Foreign Exchange,2008,85.0,11,4.0,1600.0,1000000.0,0.0,0.0,0.0,53.89305997339318,53.89305997339318,53.89305997339318,0,0,2,0.0
591. Welcome to the Sticks,2008,106.0,8,7.1,46000.0,11000000.0,245144417.0,0.0,0.0,56.79263870925468,56.79263870925468,56.79263870925468,9,0,2,22.285856090909093
592. A Frozen Flower,2008,133.0,14,7.1,5400.0,10000000.0,18980744.0,0.0,0.0,54.14001553780464,54.14001553780464,54.14001553780464,7,0,8,1.8980744
593. Poison Ivy: The Secret Society,2008,95.0,8,4.2,2500.0,1999000.0,0.0,0.0,0.0,53.89305997339318,53.89305997339318,53.89305997339318,0,0,3,0.0
594. Train,2008,94.0,11,4.7,7100.0,8375000.0,0.0,0.0,0.0,53.89305997339318,53.89305997339318,53.89305997339318,0,0,6,0.0
595. Keith,2008,95.0,10,7.3,38000.0,10000000.0,0.0,0.0,0.0,53.89305997339318,53.89305997339318,53.89305997339318,0,0,8,0.0
596. À l'aventure,2008,104.0,8,5.4,2400.0,21257142.85714286,81335.0,0.0,0.0,53.16597961888929,53.89355780006883,53.89355780006883,0,0,5,0.0038262432795698924
597. Strictly Sexual,2008,100.0,11,6.2,5600.0,39311644.81415929,0.0,0.0,0.0,53.89305997339318,53.89305997339318,53.89305997339318,0,0,2,0.0
598. Performance Anxiety,2008,72.0,8,5.8,46.0,10000.0,0.0,0.0,0.0,53.89305997339318,53.89305997339318,53.89305997339318,0,0,2,0.0
599. Spy School,2008,86.0,9,4.5,1700.0,3000000.0,0.0,0.0,0.0,53.89305997339318,53.89305997339318,53.89305997339318,0,0,2,0.0
600. Don't Look Down,2008,85.0,11,5.9,3400.0,58634083.22105263,132551.0,0.0,0.0,53.89335410280457,53.89335410280457,53.89335410280457,0,0,8,0.002260647608324972
1. Avatar,2009,162.0,10,7.9,1400000.0,237000000.0,2923706026.0,785221649.0,77025481.0,54.510707411302164,54.510707411302164,55.498118751995555,131,0,4,12.336312345991562
2. Transformers: Revenge of the Fallen,2009,149.0,10,6.0,437000.0,200000000.0,836303693.0,402111870.0,108966307.0,47.316019388890375,53.797715597488235,53.797715597488235,31,1,0,4.181518465
3. Harry Potter and the Half-Blood Prince,2009,153.0,9,7.6,616000.0,250000000.0,941055851.0,302334374.0,77835727.0,47.599997249299584,51.90910841588122,49.858000703600034,39,1,4,3.764223404
4. The Twilight Saga: New Moon,2009,130.0,10,4.8,307000.0,50000000.0,711048123.0,297816253.0,142839137.0,51.31915602037492,53.978548733873915,55.743327703037245,24,0,5,14.22096246
5. Up,2009,96.0,9,8.3,1200000.0,175000000.0,735102136.0,293004164.0,68108790.0,54.43959150148427,54.43959150148427,43.98298574076932,88,0,2,4.200583634285715
6. The Hangover,2009,100.0,11,7.7,872000.0,35000000.0,469328922.0,277339746.0,44979319.0,49.090990409595655,55.637736259560334,53.61989612867435,25,1,2,13.409397771428571
7. Star Trek,2009,127.0,10,7.9,626000.0,150000000.0,385681768.0,257730019.0,75204289.0,50.53113066590749,54.227596416220536,54.227596416220536,95,0,0,2.571211786666667
8. The Blind Side,2009,129.0,10,7.6,369000.0,29000000.0,309231694.0,255982860.0,34119372.0,51.23645005481832,55.280427695152675,55.280427695152675,30,0,3,10.663161862068966
9. Alvin and the Chipmunks: The Squeakquel,2009,88.0,9,4.6,56000.0,75000000.0,443140005.0,219614612.0,48875415.0,53.8558976646079,54.66181023978999,52.351975304642515,0,0,5,5.9085334
10. Sherlock Holmes,2009,128.0,10,7.6,684000.0,90000000.0,524028679.0,209028679.0,62304277.0,43.50622711423017,54.65062188391703,51.10625458098577,31,2,0,5.822540877777778
11. Monsters vs. Aliens,2009,94.0,9,6.4,180000.0,175000000.0,381509870.0,198351526.0,59321095.0,54.176703785622465,54.176703785622465,43.80813455505521,10,0,5,2.1800564
12. Ice Age: Dawn of the Dinosaurs,2009,94.0,9,6.9,272000.0,90000000.0,886686817.0,196573705.0,41690382.0,55.17489851781154,54.45575134452,52.68337443341985,13,0,2,9.852075744444445
13. X-Men Origins: Wolverine,2009,107.0,10,6.5,549000.0,150000000.0,373062864.0,179883157.0,85058003.0,50.05476657886781,54.21665090723671,53.49826963603086,21,0,0,2.48708576
14. Night at the Museum: Battle of the Smithsonian,2009,105.0,9,6.0,218000.0,150000000.0,413106170.0,177243721.0,54173286.0,44.874465800726995,54.25138406358412,53.563732489403364,9,0,5,2.7540411333333332
15. 2012,2009,158.0,10,5.8,406000.0,200000000.0,791217826.0,166112167.0,65237614.0,49.052600560580096,54.407780694541515,54.407780694541515,21,0,0,3.95608913
16. The Proposal,2009,108.0,10,6.8,374000.0,40000000.0,317375435.0,163958031.0,33627598.0,50.53560225787468,54.925390814596746,54.925390814596746,20,0,2,7.934385875
17. Fast & Furious,2009,107.0,10,6.5,319000.0,85000000.0,360405638.0,155064265.0,70950500.0,48.25872357229801,54.44472853471086,52.07122087195566,2,0,4,4.240066329411765
18. G.I. Joe: The Rise of Cobra,2009,118.0,10,5.7,217000.0,175000000.0,302469017.0,150201498.0,54713046.0,54.117938729644294,54.117938729644294,54.117938729644294,16,0,0,1.7283943828571429
19. Paul Blart: Mall Cop,2009,91.0,9,5.3,120000.0,26000000.0,183348429.0,146336178.0,31832636.0,52.067783878873,54.810567064702504,52.19898314104636,3,0,0,7.051862653846154
20. A Christmas Carol,2009,96.0,9,6.8,134000.0,200000000.0,325286646.0,137855863.0,30051075.0,47.81096044650211,54.10467271960176,53.299468986543346,5,0,5,1.62643323
21. Angels & Demons,2009,138.0,10,6.7,315000.0,150000000.0,485930816.0,133375846.0,46204168.0,43.901614382005256,54.31455142083136,53.82655940400856,5,0,7,3.2395387733333334
